Company,Link,Link-Count,DocURL,Error
Weingarten Rlty Invs,https://investors.kimcorealty.com/financial-reporting/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wells Fargo,https://www.wellsfargo.com/about/investor-relations/annual-reports/,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Welltower Inc.,https://welltower.com/investors/proxy-information/,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wesfarmers,https://www.wesfarmers.com.au/investor-centre/company-performance-news/reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
West Pharmaceutical Services Inc.,https://www.westpharma.com/Investors/Financial#annualreportsandproxy,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Western Alliance Bancorp,https://investors.westernalliancebancorporation.com/about-contact/annualreports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Western Digital Corporation,https://investor.wdc.com/financial-information/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Western Union Company,https://ir.westernunion.com/investor-relations/financial-information/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Westinghouse Air Brake Technologies Corporation,https://ir.wabteccorp.com/investor-relations/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Westlake Chemical Corp,https://investors.westlake.com/financials/annual-and-proxy-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
WestRock Company,https://ir.westrock.com/reports-and-filings/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wex Inc,https://ir.wexinc.com/financials/annual-reports-and-proxy-statement/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Weyerhaeuser Company,https://investor.weyerhaeuser.com/quarterly-and-annual-results,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Whirlpool Corporation,https://investors.whirlpoolcorp.com/financial-information/annual-reports-and-proxy-statements/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
White Mtns Ins Group Ltd,http://investor.whitemountains.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wiley John & Sons Inc,https://investors.wiley.com/financials/sec-filings/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Williams Companies Inc.,https://investor.williams.com/earnings-and-reports/quarterly-earnings-and-annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Williams Sonoma Inc,https://ir.williams-sonomainc.com/investor-information/financial-reports/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Willis Towers Watson Public Limited Company,https://investors.willistowerswatson.com/proxy-statement-annual-report-and-irish-statutory-accounts,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wintrust Financial Corp,https://ir.wintrust.com/financial-reports/annual-reports-proxies/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Woodward Inc,https://ir.woodward.com/financials/annual-reports/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Workday Inc,https://www.workday.com/en-us/company/about-workday/investor-relations/financial-information.html,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
World Wrestling Entmnt,https://corporate.wwe.com/investors/sec-and-other-documents/annual-reports,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
Wpx Energy Inc,https://investors.devonenergy.com/investors/annual-reports-proxy-statements/default.aspx,,https://totalenergies.com/sites/g/files/nytnzq121/files/documents/2023-07/Factbook_2022.pdf,"Message: disconnected: not connected to DevTools
  (failed to check if window was closed: disconnected: not connected to DevTools)
  (Session info: chrome=118.0.5993.118)
Stacktrace:
	GetHandleVerifier [0x00324DE3+43907]
	(No symbol) [0x002B0741]
	(No symbol) [0x001A33ED]
	(No symbol) [0x00195265]
	(No symbol) [0x00194F59]
	(No symbol) [0x001A4E50]
	(No symbol) [0x00205123]
	(No symbol) [0x001F2956]
	(No symbol) [0x001CE17E]
	(No symbol) [0x001CF32D]
	GetHandleVerifier [0x005D5AF9+2865305]
	GetHandleVerifier [0x0061E78B+3163435]
	GetHandleVerifier [0x00618441+3138017]
	GetHandleVerifier [0x003AE0F0+605840]
	(No symbol) [0x002BA64C]
	(No symbol) [0x002B6638]
	(No symbol) [0x002B675F]
	(No symbol) [0x002A8DB7]
	BaseThreadInitThunk [0x769B6A39+25]
	RtlGetFullPathName_UEx [0x77787D1D+173]
	RtlGetFullPathName_UEx [0x77787CEB+123]
"
