Company,Link,Link-Count,DocURL,Error
Pilgrims Pride Corp,https://ir.pilgrims.com/annuals-and-proxies,0.0,,
Pinnacle Financial,https://pinnacle.q4ir.com/documents/annual-reports/default.aspx,0.0,,
Pinnacle West Capital Corporation,http://www.pinnaclewest.com/investors/reports/annual-report/default.aspx,0.0,,
Pinterest,https://investor.pinterestinc.com/financial-results/annual-reports/default.aspx,0.0,,
Pioneer Natural Resources Company,https://investors.pxd.com/annual-reports,0.0,,
PJSC Gazprom,https://ir.gazprom-neft.com/reports-and-results/annual-reports/,,https://philipmorrisinternational.gcs-web.com/static-files/580f4728-43f9-4da7-8682-84447b2b1749,"Message: unknown error: net::ERR_TUNNEL_CONNECTION_FAILED
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0085508E]
	(No symbol) [0x0084B4B2]
	(No symbol) [0x0084C34F]
	(No symbol) [0x0084B746]
	(No symbol) [0x0084AAF8]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Planet Fitness Inc,https://investor.planetfitness.com/investors/financial-information/sec-filings/default.aspx,0.0,,
Pluralsight Inc,not available,,https://philipmorrisinternational.gcs-web.com/static-files/580f4728-43f9-4da7-8682-84447b2b1749,"Message: invalid argument
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x008586D0]
	(No symbol) [0x0084AFEB]
	(No symbol) [0x008498EE]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
PNC Financial Services Group Inc.,https://thepncfinancialservicesgroupinc.gcs-web.com/financial-information/annual-reports,,https://philipmorrisinternational.gcs-web.com/static-files/580f4728-43f9-4da7-8682-84447b2b1749,"Message: unknown error: net::ERR_TUNNEL_CONNECTION_FAILED
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0085508E]
	(No symbol) [0x0084B4B2]
	(No symbol) [0x0084C34F]
	(No symbol) [0x0084B746]
	(No symbol) [0x0084AAF8]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Polaris Inc,https://ir.polaris.com/financial-information/annual-reports/default.aspx,0.0,,
Pool Corporation,https://ir.poolcorp.com/profiles/investor/SecFilings.asp?BzID=603&c=0000945841&t=10-K&Search=Search,0.0,,
Popular Inc,https://investor.popular.com/eng/annual-reports/default.aspx,43.0,,
POSCO,https://product.posco.com:4451/homepage/docs/eng6/jsp/invest/archive/s91b6010020l.jsp,0.0,,
Post Holdings Inc,https://www.postholdings.com/investor-relations/,1.0,,
Ppd,https://investors.ppd.com/financial-information/annual-reports,0.0,,
PPG Industries Inc.,https://investor.ppg.com/financial-info/annual-reports-and-proxy-statements/default.aspx,0.0,,
PPL Corporation,https://pplweb.investorroom.com/proxy,6.0,,
Pra Health Sciences Inc,https://investor.iconplc.com/financials-filings/annual-reports,0.0,,
Premier Inc,https://investors.premierinc.com/events-and-reports/reports/default.aspx?section=report,0.0,,
Primerica Inc,https://investors.primerica.com/financials/annual-reports-and-proxies/default.aspx,40.0,,
Principal Financial Group Inc.,https://investors.principal.com/investor-relations/financials/annual-reports/default.aspx,0.0,,
Procter & Gamble,https://pginvestor.com/financial-reporting/annual-reports/default.aspx,0.0,,
Progressive Corporation,https://investors.progressive.com/financials/default.aspx,0.0,,
Prologis Inc.,https://ir.prologis.com/financials/annual-reports/default.aspx,13.0,,
Proofpoint Inc,https://investors.proofpoint.com/investors/financials-and-filings/quarterly-and-annual-reports/default.aspx,,https://d1io3yog0oux5.cloudfront.net/_1ecad0057b5b9ecc93387d57fc874e68/prologis/files/Investor_Fact_Sheet.pdf,"Message: unknown error: net::ERR_TUNNEL_CONNECTION_FAILED
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0085508E]
	(No symbol) [0x0084B4B2]
	(No symbol) [0x0084C34F]
	(No symbol) [0x0084B746]
	(No symbol) [0x0084AAF8]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Prosperity Bancshares,https://www.prosperitybankusa.com/Reports,,https://d1io3yog0oux5.cloudfront.net/_1ecad0057b5b9ecc93387d57fc874e68/prologis/files/Investor_Fact_Sheet.pdf,"Message: unknown error: net::ERR_TUNNEL_CONNECTION_FAILED
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0085508E]
	(No symbol) [0x0084B4B2]
	(No symbol) [0x0084C34F]
	(No symbol) [0x0084B746]
	(No symbol) [0x0084AAF8]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Prudential Financial Inc.,https://www.investor.prudential.com/financials/annual-reports-and-proxy/default.aspx,0.0,,
PTC Inc.,https://investor.ptc.com/financials/annual-reports-and-proxies/default.aspx,0.0,,
PTT,https://investor.pttplc.com/en/downloads/annual-reports,13.0,,
Public Service Enterprise Group Inc,https://investor.pseg.com/financial-information/sec-filings/default.aspx,0.0,,
Public Storage,https://investors.publicstorage.com/financial-reports/annual-reports/default.aspx,0.0,,
PulteGroup Inc.,https://www.pultegroupinc.com/investor-relations/financial-information/annual-reports/default.aspx,0.0,,
Pure Storage Inc,https://investor.purestorage.com/financial-information/sec-filings/2020/default.aspx,58.0,,
PVH Corp.,https://www.pvh.com/investor-relations/reports,10.0,,
Qiagen Nv,https://corporate.qiagen.com/investor-relations/financial-reports-and-sec-filings/financial-reports/default.aspx,0.0,,
Qorvo Inc.,https://ir.qorvo.com/annual-reports-proxies,26.0,,
Qualcomm,https://investor.qualcomm.com/sec-filings/annual-reports,1.0,,
Quanta Services Inc.,https://investors.quantaservices.com/financial-information/annual-reports,27.0,,
Quest Diagnostics Incorporated,https://ir.questdiagnostics.com/financial-info/annual-reports/default.aspx,0.0,,
Quidel Corp,https://ir.quidel.com/financials/default.aspx#annual,0.0,,
Qurate Retail Inc,https://www.qurateretail.com/investors/financial-information/annual-reports-proxy,39.0,,
Ralph Lauren Corporation,https://investor.ralphlauren.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,29.0,,
Raymond James Financial Inc.,https://www.raymondjames.com/investor-relations/financial-information/annual-reports-and-proxy-statement,19.0,,
Rayonier Inc,https://ir.rayonier.com/financial-information,260.0,,
Raytheon Technologies,https://investors.rtx.com/financial-information/annual-reports,119.0,,
Realpage Inc,not available,,https://investors.rtx.com/static-files/9e6700dc-32ca-4b93-b25c-72425fdc99d2,"Message: invalid argument
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x008586D0]
	(No symbol) [0x0084AFEB]
	(No symbol) [0x008498EE]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Realty Income Corporation,https://www.realtyincome.com/investors/financial-information/annual-reports-and-proxy/default.aspx,323.0,,
Reate Pharmaceuticals,https://www.reatapharma.com/investors/financials/annual-reports/default.aspx,0.0,,
Regal Beloit Corp,https://investors.regalrexnord.com/investors/financial-information/annual-reports-and-proxies/default.aspx,0.0,,
Regency Centers Corporation,https://investors.regencycenters.com/financial-information/annual-reports,18.0,,
Regeneron Pharmaceuticals Inc.,https://investor.regeneron.com/financial-information/annual-reports-and-proxy-statements,34.0,,
Regions Financial Corporation,https://ir.regions.com/financial-information/quarterly-annual-reports?s=2020,0.0,,
Reinsurance Grp Of Amer,https://www.rgare.com/investors/annual-review-and-report,3.0,,
Reliance Industries,https://www.ril.com/InvestorRelations/FinancialReporting.aspx,18.0,,
Reliance Steel & Alum,https://investor.rsac.com/financial-information/annual-reports/default.aspx,,https://www.ril.com/DownloadFiles/Equal%20Opportunity%20Policy_no_email_ID.pdf,"Message: stale element reference: stale element not found
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x00862B8F]
	(No symbol) [0x0085CB76]
	(No symbol) [0x0085B838]
	(No symbol) [0x0085DB1A]
	(No symbol) [0x0085DBC0]
	(No symbol) [0x0088D3FB]
	(No symbol) [0x008BC7A5]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Renaissancere Holdings,https://investor.renre.com/static-files/f9c6b5af-6b20-4d6d-a1bb-b08ba7951ac3,0.0,,
Repligen Corp,https://repligen.q4ir.com/financial-information/annual-reports/default.aspx,0.0,,
Repsol,not available,,https://www.ril.com/DownloadFiles/Equal%20Opportunity%20Policy_no_email_ID.pdf,"Message: invalid argument
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x008586D0]
	(No symbol) [0x0084AFEB]
	(No symbol) [0x008498EE]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Republic Services Inc.,https://investor.republicservices.com/financial-information/annual-reports,17.0,,
ResMed Inc.,https://investor.resmed.com/investor-relations/financials/default.aspx?section=annual,0.0,,
Rexford Industrial Rlty,https://ir.rexfordindustrial.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table#views-exposed-form-widget-sec-filings-table,29.0,,
Reynolds Consumer Produc,https://investors.reynoldsconsumerproducts.com/financial-information/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table,1.0,,
Ringcentral Inc,https://ir.ringcentral.com/financials/annual-reports/default.aspx,0.0,,
Rio Tinto,https://www.riotinto.com/invest/reports/annual-report,18.0,,
Robert Half International Inc.,https://www.roberthalf.com/investor-center/2020-annual-report,0.0,,
Roche,https://www.roche.com/investors/non-financial-reporting.htm,0.0,,
Rockwell Automation Inc.,https://ir.rockwellautomation.com/financials/annual-reports-and-proxy/default.aspx,0.0,,
Roku Inc,https://www.roku.com/investor/annual-meeting,2.0,,
Rollins Inc.,https://www.rollins.com/investor-relations/filings-and-reports/annual-reports,12.0,,
Rolls-Royce,https://www.rolls-royce.com/investors/annual-report-2020.aspx,6.0,,
Roper Technologies Inc.,https://investors.ropertech.com/annual-reports/default.aspx,0.0,,
Rosneft Oil Company,https://www.rosneft.com/Investors/Reports_and_presentations/Annual_reports/,0.0,,
Ross Stores Inc.,https://investors.rossstores.com/financial-information/annual-reports,19.0,,
Royal Caribbean Group,https://www.rclinvestor.com/financial-info/sec-filings/,0.0,,
Royal Dutch Shell,https://www.shell.com/about-us/annual-publications/annual-reports-download-centre.html,7.0,,
Royal Gold Inc,https://royalgold.com/investors/financial-reports/default.aspx,0.0,,
Rpm International Inc,https://www.rpminc.com/reports-financials/annual-reports-proxy-statements/,65.0,,
Ryder System Inc,https://investors.ryder.com/investors/financials/default.aspx#section=annual,0.0,,
S&P Global Inc.,https://investor.spglobal.com/sec-filings-reports/annual-reports/default.aspx,0.0,,
Sabre Corp,https://investors.sabre.com/financial-information/annuals-proxies,20.0,,
Sage Therapeutics Inc,https://investor.sagerx.com/annuals-proxies,13.0,,
Saic Motor Corporation,https://www.saicmotor.com/english/investor_relations/annual_report/index.shtml,13.0,,
salesforce.com,https://investor.salesforce.com/financials/default.aspx#annual-archive,0.0,,
Santander Cnsmr Usa Hldg,http://investors.santanderconsumerusa.com/financial-info/annual-report-and-proxy/default.aspx,0.0,,
Sarepta Therapeutics Inc,https://investorrelations.sarepta.com/sec-filings?field_nir_sec_form_group_target_id%5B%5D=471&field_nir_sec_date_filed_value=&items_per_page=10#views-exposed-form-widget-sec-filings-table,29.0,,
Sasol Limited,https://www.sasol.com/investor-centre/financial-reporting/annual-financial-statements/latest,3.0,,
SBA Communications Corp.,https://ir.sbasite.com/sec-filings/default.aspx,0.0,,
Schlumberger,https://investorcenter.slb.com/financial-information/annual-reports,92.0,,
Schneider National Inc,https://investors.schneider.com/financial/default.aspx,0.0,,
Science Applications Int,https://investors.saic.com/financials/annual-reports/default.aspx,0.0,,
Scotts Miracle-Gro Co,https://investor.scotts.com/financial-information/annual-reports,7.0,,
Seaboard Corp,https://www.seaboardcorp.com/investors/,1.0,,
Seagate Technology Holdings PLC,https://investors.seagate.com/financials/sec-filings/default.aspx,0.0,,
Sealed Air Corporation,https://ir.sealedair.com/reports-filings/annual-meeting,6.0,,
Seattle Genetics Inc,https://investor.seagen.com/financial-information/annual-reports-and-proxy/default.aspx,2.0,,
Sei Investments Co,https://seic.com/investor-relations/financial-reports,80.0,,
Sempra Energy,https://investor.sempra.com/financial-reports?field_nir_asset_date_value=2021,0.0,,
Sensata Technologies,https://investors.sensata.com/investors/financials/annual-reports-and-proxy-materials/default.aspx,0.0,,
Service Corp Intl,https://www.sci-corp.com/annual-meeting,0.0,,
Servicemaster Global,not available,,https://www.seic.com/sites/default/files/2021-11/SEIC_Proxy_2011.pdf,"Message: invalid argument
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x008586D0]
	(No symbol) [0x0084AFEB]
	(No symbol) [0x008498EE]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
ServiceNow Inc.,https://www.servicenow.com/company/investor-relations/sec-filings.html,1.0,,
Sherwin-Williams Company,https://investors.sherwin-williams.com/financials/annual-reports-and-proxy-statements/default.aspx,0.0,,
Siemens AG,https://new.siemens.com/global/en/company/investor-relations.html,0.0,,
Signature Bank,https://investor.signatureny.com/financials/annual-reports-proxy-statements/default.aspx,0.0,,
Silgan Holdings Inc,https://silganholdingsinc.gcs-web.com/proxy-annual-report,0.0,,
Simon Property Group,https://investors.simon.com/financial-information/annual-reports,67.0,,
Sirius Xm Holdings Inc,https://investor.siriusxm.com/investor-overview/default.aspx#reports-tab2,,https://investors.simon.com/static-files/2ea08e2b-18f5-4f9e-baae-88b88eb311c4,"Message: timeout: Timed out receiving message from renderer: 281.475
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0084ABF2]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849FFA]
	(No symbol) [0x00853882]
	(No symbol) [0x00860BAA]
	(No symbol) [0x00863BA6]
	(No symbol) [0x0084A52C]
	(No symbol) [0x00860AC0]
	(No symbol) [0x008BB8C3]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Six Flags Entmt Corp,https://investors.sixflags.com/financial-information/annual-reports,12.0,,
SK Innovation Co Ltd,not available,,https://investors.sixflags.com/~/media/Files/S/Sixflags-IR-V2/documents/annual-reports/six-flags-2010-annual-report-and-10-k.pdf,"Message: invalid argument
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x008586D0]
	(No symbol) [0x0084AFEB]
	(No symbol) [0x008498EE]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Skechers Usa Inc,https://investors.skechers.com/financial-data/annual-reports,28.0,,
Skyworks Solutions Inc.,https://investors.skyworksinc.com/annual-reports-and-proxies,86.0,,
Sl Green Realty Corp,https://slgreen.gcs-web.com/financial-reports,78.0,,
Slack Technologies,https://investor.slackhq.com/financials/default.aspx,0.0,,
Slm Corp,https://www.salliemae.com/investors/shareholder-information/annual-reports-and-proxy-statements/,,https://slgreen.gcs-web.com/static-files/57bc35d6-925e-42e3-9e1a-e3c007f86750,"Message: unknown error: net::ERR_CONNECTION_CLOSED
  (Session info: chrome=119.0.6045.107)
Stacktrace:
	GetHandleVerifier [0x009D72A3+45731]
	(No symbol) [0x00962D51]
	(No symbol) [0x0085880D]
	(No symbol) [0x0085508E]
	(No symbol) [0x0084B4B2]
	(No symbol) [0x0084C34F]
	(No symbol) [0x0084B746]
	(No symbol) [0x0084AAF8]
	(No symbol) [0x0084AA9A]
	(No symbol) [0x008497F2]
	(No symbol) [0x00849ED8]
	(No symbol) [0x0085A5B3]
	(No symbol) [0x008BBD41]
	(No symbol) [0x008A7FDC]
	(No symbol) [0x008BB7A2]
	(No symbol) [0x008A7DD6]
	(No symbol) [0x008831F6]
	(No symbol) [0x0088439D]
	GetHandleVerifier [0x00CE0716+3229462]
	GetHandleVerifier [0x00D284C8+3523784]
	GetHandleVerifier [0x00D2214C+3498316]
	GetHandleVerifier [0x00A61680+611968]
	(No symbol) [0x0096CCCC]
	(No symbol) [0x00968DF8]
	(No symbol) [0x00968F1D]
	(No symbol) [0x0095B2C7]
	BaseThreadInitThunk [0x75CF6A39+25]
	RtlGetFullPathName_UEx [0x77D57D1D+173]
	RtlGetFullPathName_UEx [0x77D57CEB+123]
"
Smartsheet,https://investors.smartsheet.com/financials-and-filings/financial-reports/default.aspx,0.0,,
Snap-on Incorporated,https://www.snapon.com/EN/Investors/AnnualReports,31.0,,
Solaredge Technologies,https://investors.solaredge.com/financial-information/annual-reports,9.0,,
Solarwinds,https://investors.solarwinds.com/financials/sec-filings/default.aspx,0.0,,
Sonoco Products Co,https://investor.sonoco.com/financial-information/annual-reports-proxy-statements,32.0,,
Southern Company,https://investor.southerncompany.com/financials-and-sec-filings/annual-reports/default.aspx,0.0,,
Southern Copper Corp,http://www.southernperu.com/ENG/invrel/Pages/PGAnnualSec.aspx,0.0,,
Southwest Airlines Co.,https://www.southwestairlinesinvestorrelations.com/financials/company-reports/annual-reports,99.0,,
Spectrum Brands Holdings,https://investor.spectrumbrands.com/financials/annual-reports,2.0,,
Spirit Aerosystems,https://investor.spiritaero.com/filings-financials/FinancialDocs/default.aspx,0.0,,
Spirit Rlty Cap Inc,http://investors.spiritrealty.com/sec-filings/annual-reports-proxy-materials/default.aspx,0.0,,
Splunk Inc,https://investors.splunk.com/financial-information/annual-reports,22.0,,
Spotify Technology Sa,https://investors.spotify.com/financials/default.aspx,46.0,,
Sprouts Frmrs Mkt Inc,https://investors.sprouts.com/quarterly-filings-reports/annual-reports/default.aspx,0.0,,
Square Inc,https://investors.squareup.com/financials/annual-results/default.aspx,19.0,,
Ss&C Technologies Hldgs,https://investor.ssctech.com/investor-relations/financial-information/annual-reports-and-proxy/default.aspx,3.0,,
Stanley Black & Decker Inc.,https://ir.stanleyblackanddecker.com/financial-information/annual-reports-year-reviews,10.0,,
Starbucks Corp.,https://investor.starbucks.com/financial-data/annual-reports/default.aspx,0.0,,
Starwood Ppty Trust Inc,https://ir.starwoodpropertytrust.com/financials/annual-reports/default.aspx,0.0,,
State Street Corporation,https://investors.statestreet.com/filings-reports/annual-reports-and-proxy-statements/default.aspx,6.0,,
Steel Dynamics Inc,https://ir.steeldynamics.com/Annual_Reports,8.0,,
Stericycle Inc,https://investors.stericycle.com/financials/annual-reports/default.aspx,0.0,,
STERIS Plc,https://sterisplc.gcs-web.com/financials/annual-reports,12.0,,
