KPI Report Date,Company (NON-NULL Total),Company (NON-NULL Unique),Member of the S&P500 (YES Total),Member of the Russell 1000 Index (YES Total),Ticker(s) (NON-NULL Total),Ticker(s) (NON-NULL Unique),Country (NON-NULL Total),Country (NON-NULL Unique),sector code #1 (NAICS) (NON-NULL Unique),sector code #2 (NAICS) (NON-NULL Unique),sector code #3 (NAICS) (NON-NULL Unique),sector code #4 (NAICS) (NON-NULL Unique),sector code #5 (NAICS) (NON-NULL Unique),sector codes all (NAICS) (NON-NULL Unique),ArticleTargetYear (NON-NULL Unique),Source Date (NON-NULL Unique),PressReleaseYear (NON-NULL Unique),Target sentence (NON-NULL Total),Target sentence (NON-NULL Unique),Targetyear(s) (NON-NULL Unique),sentence-carbon (1 Total),sentence-gender (1 Total),sentence-renewables (1 Total),sentence-suppliers (1 Total),sentence-water (1 Total),sentence-waste (1 Total),sentence-other (1 Total)
2023-05-02 05:01:44,9042,745,5193,6675,9042,745,9042,27,286,242,157,109,68,566,836,795,4,9042,8671,328,2950,178,1353,432,460,390,4736
